0,palau
1,micronesia
2,oceania
3,maldives
4,southern_asia
5,asia
6,brunei
7,south-eastern_asia
8,malaysia
9,japan
10,eastern_asia
11,netherlands
12,western_europe
13,europe
14,germany
15,belgium
16,turkey
17,western_asia
18,armenia
19,azerbaijan
20,iran
21,greece
22,georgia
23,bulgaria
24,iraq
25,syria
26,angola
27,middle_africa
28,africa
29,dr_congo
30,namibia
31,zambia
32,republic_of_the_congo
33,antigua_and_barbuda
34,caribbean
35,americas
36,swaziland
37,southern_africa
38,south_africa
39,mozambique
40,wallis_and_futuna
41,polynesia
42,uruguay
43,south_america
44,argentina
45,brazil
46,eastern_africa
47,tanzania
48,botswana
49,zimbabwe
50,malawi
51,cyprus
52,eastern_europe
53,united_kingdom
54,ireland
55,northern_europe
56,burundi
57,rwanda
58,central_african_republic
59,chad
60,south_sudan
61,cameroon
62,sudan
63,tonga
64,ivory_coast
65,western_africa
66,burkina_faso
67,ghana
68,liberia
69,mali
70,guinea
71,sierra_leone
72,mayotte
73,poland
74,ukraine
75,slovakia
76,belarus
77,russia
78,lithuania
79,czechia
80,kazakhstan
81,central_asia
82,turkmenistan
83,china
84,kyrgyzstan
85,uzbekistan
86,afghanistan
87,tajikistan
88,turks_and_caicos_islands
89,new_caledonia
90,melanesia
91,pakistan
92,india
93,bolivia
94,chile
95,paraguay
96,cuba
97,serbia
98,southern_europe
99,macedonia
100,montenegro
101,kosovo
102,bosnia_and_herzegovina
103,croatia
104,hungary
105,romania
106,austria
107,nicaragua
108,central_america
109,honduras
110,costa_rica
111,vietnam
112,cambodia
113,laos
114,niue
115,canada
116,northern_america
117,united_states
118,central_europe
119,aruba
120,peru
121,colombia
122,ecuador
123,panama
124,venezuela
125,fiji
126,gabon
127,saudi_arabia
128,qatar
129,united_arab_emirates
130,jordan
131,yemen
132,oman
133,kuwait
134,el_salvador
135,guatemala
136,madagascar
137,australia
138,australia_and_new_zealand
139,tuvalu
140,svalbard_and_jan_mayen
141,isle_of_man
142,guyana
143,suriname
144,vatican_city
145,italy
146,british_indian_ocean_territory
147,nigeria
148,niger
149,benin
150,denmark
151,luxembourg
152,switzerland
153,france
154,togo
155,uganda
156,kenya
157,northern_mariana_islands
158,belize
159,mexico
160,norway
161,sweden
162,finland
163,cocos_keeling_islands
164,myanmar
165,thailand
166,western_sahara
167,northern_africa
168,algeria
169,mauritania
170,morocco
171,french_guiana
172,christmas_island
173,sao_tome_and_principe
174,egypt
175,libya
176,israel
177,guinea-bissau
178,senegal
179,spain
180,gibraltar
181,andorra
182,portugal
183,malta
184,moldova
185,san_marino
186,trinidad_and_tobago
187,bahrain
188,bangladesh
189,south_georgia
190,iceland
191,seychelles
192,faroe_islands
193,jamaica
194,american_samoa
195,lesotho
196,sri_lanka
197,solomon_islands
198,lebanon
199,bhutan
200,nepal
201,somalia
202,ethiopia
203,marshall_islands
204,equatorial_guinea
205,nauru
206,eritrea
207,vanuatu
208,cape_verde
209,falkland_islands
210,comoros
211,guam
212,bahamas
213,sint_maarten
214,saint_martin
215,djibouti
216,united_states_virgin_islands
217,tunisia
218,macau
219,french_polynesia
220,saint_barthelemy
221,estonia
222,north_korea
223,mongolia
224,latvia
225,new_zealand
226,papua_new_guinea
227,indonesia
228,south_korea
229,saint_pierre_and_miquelon
230,martinique
231,jersey
232,pitcairn_islands
233,kiribati
234,dominican_republic
235,haiti
236,bermuda
237,albania
238,saint_kitts_and_nevis
239,anguilla
240,gambia
241,guadeloupe
242,monaco
243,timor-leste
244,british_virgin_islands
245,cook_islands
246,montserrat
247,dominica
248,guernsey
249,liechtenstein
250,slovenia
251,hong_kong
252,barbados
253,singapore
254,aland_islands
255,greenland
256,norfolk_island
257,mauritius
258,taiwan
259,puerto_rico
260,saint_vincent_and_the_grenadines
261,grenada
262,tokelau
263,philippines
264,united_states_minor_outlying_islands
265,samoa
266,palestine
267,reunion
268,cayman_islands
269,saint_lucia
270,curacao
